position	OrthoGroupID	complexity
4448884	OG0003734	0.07500000000000001
4448572	OG0003768	0.05
4448064	OG0002991	0.05
4446001	OG0002990	0
4443248	OG0002989	0
4441856	OG0002988	0
4440543	OG0002987	0
4439689	OG0002986	0
4438984	OG0002985	0.05
4438175	OG0004506	0.05
4437124	OG0002984	0.05
4435593	OG0002983	0.025
4434302	OG0002982	0.05
4433593	OG0002981	0.025
4432573	OG0002980	0
4431651	OG0002979	0.025
4430569	OG0002978	0.025
4429244	OG0002977	0
4428397	OG0002976	0.07500000000000001
4427931	OG0003977	0.22499999999999998
4427024	OG0004242	0.22499999999999998
4426332	OG0002975	0.175
4425952	OG0002974	0.05
4425676	OG0002973	0.05
4425315	OG0002972	0.05
4424653	OG0002971	0.05
4424042	OG0002970	0.05
4423272	OG0002969	0.125
4422510	OG0002968	0.125
4421939	OG0002967	0.05
4421545	OG0002966	0.05
4420678	OG0002965	0.1
4419092	OG0000394	0.1
4418075	OG0002964	0.07500000000000001
4417326	OG0002963	0.05
4416605	OG0002962	0.05
4416154	OG0002961	0.05
4415087	OG0002960	0.05
4413609	OG0002959	0.05
4412705	OG0003311	0
4412177	OG0002958	0
4411631	OG0000678	0
4410901	OG0002957	0.025
4410333	OG0002956	0.07500000000000001
4409640	OG0002955	0.05
4407874	OG0002954	0
4406402	OG0002953	0
4405335	OG0002952	0
4404484	OG0002951	0
4403801	OG0002950	0
4402667	OG0002949	0
4401311	OG0002948	0
4400441	OG0002947	0
4399726	OG0002946	0.025
4398335	OG0000677	0.025
4396733	OG0002945	0.025
4395815	OG0002944	0
4394846	OG0002943	0.025
4393497	OG0002942	0.025
4391876	OG0002941	0
4390982	OG0002940	0
4389875	OG0002939	0
4387708	OG0002938	0.05
4385866	OG0004189	0.07500000000000001
4385549	OG0004384	0.07500000000000001
4384612	OG0002937	0.07500000000000001
4383131	OG0002936	0.025
4381413	OG0000676	0.025
4380149	OG0000393	0.025
4379574	OG0000675	0.025
4379186	OG0000674	0.05
4378377	OG0000170	0.05
4377455	OG0002935	0.05
4377033	OG0002934	0
4376625	OG0002933	0
4376379	OG0003499	0
4375981	OG0002932	0
4375142	OG0002931	0
4373799	OG0002930	0
4372985	OG0002929	0
4371847	OG0002928	0
4370834	OG0002927	0
4369783	OG0002926	0
4368901	OG0002925	0
4367608	OG0002924	0.025
4366122	OG0002923	0.025
4365186	OG0002922	0
4364193	OG0002921	0
4363020	OG0002920	0.15
4361164	OG0003580	0.19999999999999998
4359363	OG0003579	0.05
4357543	OG0003557	0.025
4355682	OG0003578	0.07500000000000001
4353958	OG0003556	0.07500000000000001
4352994	OG0003600	0.05
4352731	OG0003498	0.07500000000000001
4352220	OG0000249	0.07500000000000001
4351957	OG0003397	0.05
4350846	OG0002919	0.025
4349674	OG0002918	0
4348073	OG0002917	0
4346502	OG0003310	0.025
4345243	OG0000392	0.05
4344085	OG0003854	0.05
4342588	OG0003309	0.05
4341173	OG0003308	0.025
4339388	OG0002916	0.07500000000000001
4337548	OG0002915	0.05
4336362	OG0002914	0
4334768	OG0002913	0
4333615	OG0002912	0
4332730	OG0002911	0
4332160	OG0002910	0
4331252	OG0002909	0
4329798	OG0000391	0.025
4328248	OG0000235	0.025
4326566	OG0002908	0.025
4325519	OG0002907	0
4324770	OG0003307	0
4323843	OG0003396	0
4322626	OG0003464	0
4322059	OG0003395	0
4321469	OG0003394	0
4320954	OG0003393	0
4320130	OG0003392	0
4319183	OG0003391	0
4318384	OG0003390	0
4317554	OG0003463	0
4316649	OG0003462	0
4315803	OG0003461	0
4315320	OG0003389	0
4314722	OG0003388	0
4314032	OG0003306	0.025
4313574	OG0003664	0.07500000000000001
4312545	OG0004177	0.07500000000000001
4311574	OG0004176	0.07500000000000001
4310213	OG0004150	0.1
4308978	OG0004163	0.1
4308130	OG0004175	0.07500000000000001
4307334	OG0004174	0.1
4305604	OG0000197	0.1
4304265	OG0003460	0.05
4303593	OG0003305	0
4302052	OG0002906	0
4300296	OG0002905	0
4299156	OG0003304	0
4298058	OG0003303	0.025
4296780	OG0003302	0.025
4295137	OG0002904	0
4293840	OG0002903	0
4293354	OG0003301	0
4292358	OG0002902	0
4290953	OG0000673	0
4290143	OG0002901	0
4289527	OG0002900	0
4288481	OG0000390	0
4286391	OG0002899	0
4285055	OG0002898	0
4284077	OG0002897	0.025
4282428	OG0003853	0.05
4280804	OG0002896	0.05
4279153	OG0002895	0
4277700	OG0002894	0.025
4277221	OG0000672	0.05
4276263	OG0002893	0.05
4274900	OG0002892	0
4274392	OG0000671	0
4272459	OG0002891	0
4270835	OG0002890	0.025
4270445	OG0002889	0.05
4269770	OG0000670	0.05
4268910	OG0003783	0.05
4267710	OG0002888	0.05
4266321	OG0000669	0.07500000000000001
4265021	OG0000389	0.1
4263739	OG0002887	0.07500000000000001
4262960	OG0002886	0
4262187	OG0002885	0.1
4260952	OG0003693	0.15
4260447	OG0004241	0.07500000000000001
4259745	OG0002884	0.07500000000000001
4259341	OG0002883	0
4258458	OG0002882	0
4257418	OG0002881	0
4256820	OG0002880	0
4255254	OG0002879	0
4253451	OG0002878	0
4252754	OG0002877	0.025
4251618	OG0003692	0.05
4250799	OG0004111	0.05
4250524	OG0004102	0.05
4250013	OG0002876	0.07500000000000001
4248640	OG0002875	0.05
4247341	OG0002874	0.07500000000000001
4246559	OG0004138	0.05
4245823	OG0002873	0.07500000000000001
4244302	OG0000668	0.025
4243070	OG0002872	0.05
4241516	OG0003929	0.025
4240529	OG0002871	0.05
4238681	OG0002870	0.025
4237265	OG0002869	0
4236580	OG0002868	0.025
4236026	OG0003387	0.025
4234582	OG0002867	0.025
4232558	OG0002866	0.05
4231494	OG0002865	0.05
4230789	OG0002864	0.07500000000000001
4229797	OG0002863	0.07500000000000001
4228546	OG0002862	0.025
4225669	OG0002861	0.025
4223215	OG0002860	0.05
4221393	OG0003827	0.07500000000000001
4219463	OG0000388	0.07500000000000001
4217760	OG0000303	0.025
4216278	OG0000266	0.025
4214744	OG0000265	0.025
4213901	OG0000234	0.05
4213425	OG0004425	0.05
4206737	OG0002859	0.05
4205286	OG0002858	0.025
4203982	OG0002857	0.025
4202624	OG0002856	0.025
4201475	OG0002855	0.025
4200943	OG0002854	0
4200416	OG0002853	0
4199798	OG0002852	0
4199125	OG0002851	0
4198247	OG0002850	0
4197289	OG0002849	0
4196569	OG0002848	0
4195151	OG0002847	0
4193886	OG0002846	0.025
4193198	OG0000667	0.025
4192736	OG0002845	0.025
4192249	OG0002844	0
4191301	OG0002843	0.025
4190055	OG0003909	0.025
4187461	OG0002842	0.05
4183258	OG0000666	0.025
4180742	OG0002841	0.025
4180244	OG0002840	0
4179230	OG0002839	0
4178660	OG0002838	0
4178015	OG0002837	0
4177549	OG0002836	0
4174538	OG0002835	0
4173564	OG0002834	0
4172570	OG0002833	0
4165856	OG0000665	0.05
4164560	OG0000387	0.05
4162719	OG0002832	0.05
4161950	OG0002831	0
4161418	OG0002830	0.05
4160089	OG0002829	0.05
4158948	OG0002828	0.05
4157536	OG0002827	0.05
4156400	OG0002826	0
4155502	OG0000664	0
4154271	OG0000248	0
4151772	OG0000663	0
4149398	OG0000302	0
4147891	OG0002825	0
4147308	OG0002824	0
4146696	OG0002823	0
4145143	OG0002822	0
4143783	OG0002821	0.025
4143069	OG0002820	0.05
4140970	OG0002819	0.05
4139376	OG0002818	0.025
4138483	OG0002817	0.025
4137348	OG0002816	0.025
4136560	OG0002815	0.025
4134924	OG0000386	0.025
4133060	OG0002814	0.125
4131050	OG0002813	0.1
4129251	OG0002812	0.025
4128236	OG0000385	0.025
4127589	OG0000384	0.15
4127118	OG0000383	0.15
4125710	OG0000662	0.025
4123943	OG0002811	0.025
4122806	OG0002810	0
4122021	OG0002809	0
4121081	OG0002808	0
4119885	OG0002807	0
4119087	OG0002806	0.025
4118640	OG0002805	0.025
4117667	OG0002804	0
4116467	OG0002803	0
4115073	OG0002802	0
4114098	OG0002801	0
4113506	OG0002800	0
4113116	OG0002799	0
4112534	OG0002798	0
4111914	OG0002797	0
4111123	OG0002796	0
4110307	OG0002795	0
4109328	OG0002794	0
4108032	OG0002793	0.025
4107368	OG0004149	0.025
4106919	OG0002792	0.05
4106069	OG0002791	0.025
4105320	OG0002790	0
4104288	OG0002789	0
4103158	OG0002788	0
4102181	OG0002787	0
4101119	OG0002786	0.025
4100007	OG0002785	0.025
4099024	OG0000661	0.025
4098153	OG0002784	0.025
4096713	OG0003300	0
4095352	OG0003299	0
4093859	OG0003298	0.025
4093280	OG0003297	0.15
4092599	OG0000185	0.125
4091640	OG0003733	0.1
4090389	OG0003732	0.05
4088980	OG0003691	0.05
4087529	OG0000660	0.07500000000000001
4086432	OG0002783	0.05
4085528	OG0002782	0
4083978	OG0002781	0.07500000000000001
4082307	OG0002780	0.07500000000000001
4081542	OG0002779	0.07500000000000001
4080763	OG0002778	0.15
4080059	OG0003871	0.15
4079847	OG0003599	0.175
4079399	OG0002777	0.325
4078902	OG0004079	0.27499999999999997
4077967	OG0002776	0.22499999999999998
4077233	OG0002775	0.07500000000000001
4076581	OG0002774	0.07500000000000001
4075852	OG0002773	0.1
4075061	OG0003296	0.15
4074186	OG0002772	0.15
4073122	OG0003295	0.15
4072211	OG0003294	0.15
4071135	OG0003908	0.15
4069937	OG0003907	0.19999999999999998
4068257	OG0003944	0.24999999999999997
4063948	OG0003928	0.24999999999999997
4062879	OG0003577	0.19999999999999998
4061654	OG0003731	0.1
4060801	OG0003767	0.07500000000000001
4059318	OG0002771	0.07500000000000001
4057329	OG0002770	0.05
4055814	OG0002769	0.025
4054573	OG0002768	0
4053701	OG0002767	0
4052731	OG0002766	0
4051601	OG0002765	0
4050448	OG0002764	0
4048358	OG0000233	0.025
4046814	OG0003766	0.025
4046135	OG0002763	0.05
4044913	OG0002762	0.025
4043730	OG0002761	0
4042907	OG0002760	0
4042203	OG0002759	0
4041706	OG0002758	0
4041169	OG0002757	0.025
4034880	OG0000382	0.025
4033870	OG0000381	0.025
4032798	OG0000380	0.05
4031826	OG0000264	0.05
4029876	OG0000301	0.05
4028190	OG0002756	0.05
4026877	OG0002755	0
4025734	OG0002754	0
4024576	OG0002753	0.025
4023944	OG0002752	0.025
4023123	OG0002751	0
4022475	OG0002750	0
4022079	OG0002749	0.025
4021045	OG0002748	0.025
4019926	OG0002747	0
4019232	OG0002746	0
4018046	OG0002745	0.025
4016811	OG0002744	0.025
4015761	OG0002743	0.1
4014183	OG0000659	0.1
4012339	OG0000658	0.025
4011525	OG0000657	0.025
4010599	OG0000379	0.025
4009680	OG0000656	0.025
4008748	OG0002742	0.05
4008066	OG0002741	0.025
4006775	OG0002740	0
4005296	OG0002739	0
4004463	OG0002738	0
4003732	OG0002737	0.125
4003002	OG0004332	0.125
4002608	OG0004203	0.15
4001900	OG0000232	0.15
4000673	OG0003386	0.1
3999063	OG0002736	0.07500000000000001
3997540	OG0002735	0
3996734	OG0002734	0
3995936	OG0002733	0
3995173	OG0002732	0
3994623	OG0002731	0.07500000000000001
3993898	OG0002730	0.07500000000000001
3992425	OG0000378	0
3990305	OG0002729	0
3989457	OG0002728	0
3988475	OG0002727	0
3987283	OG0002726	0.025
3985179	OG0002725	0.05
3983575	OG0000655	0.025
3981579	OG0002724	0
3980325	OG0002723	0.025
3979276	OG0000654	0.025
3978064	OG0002722	0.05
3976902	OG0000653	0.025
3975710	OG0002721	0.025
3974803	OG0002720	0.025
3971890	OG0002719	0.05
3970697	OG0000377	0.025
3969553	OG0002718	0.025
3968467	OG0002717	0.05
3967794	OG0003870	0.05
3967046	OG0002716	0.025
3965925	OG0002715	0
3964997	OG0002714	0
3963486	OG0002713	0
3961687	OG0002712	0.025
3960350	OG0003808	0.025
3959672	OG0000652	0.025
3958707	OG0000651	0
3957373	OG0000650	0
3956102	OG0000649	0
3954402	OG0000648	0
3952948	OG0002711	0
3952332	OG0002710	0.025
3951935	OG0005919	0.025
3951051	OG0002709	0.1
3949208	OG0000647	0.1
3948254	OG0002708	0.025
3947547	OG0002707	0.025
3940980	OG0002706	0.05
3939898	OG0002705	0.05
3938722	OG0002704	0.05
3937758	OG0002703	0.05
3936722	OG0000646	0.025
3935770	OG0002702	0.025
3934530	OG0002701	0.025
3933560	OG0002700	0.025
3932249	OG0002699	0.025
3930344	OG0002698	0.025
3928877	OG0002697	0.025
3927650	OG0002696	0.025
3926773	OG0002695	0.025
3926233	OG0002694	0.025
3924688	OG0002693	0.025
3923368	OG0002692	0.05
3922249	OG0002691	0.05
3921643	OG0002690	0.05
3921069	OG0002689	0.05
3920652	OG0002688	0.05
3920136	OG0002687	0.025
3919086	OG0002686	0.025
3917833	OG0002685	0.05
3916683	OG0000645	0.05
3915762	OG0000644	0.05
3914514	OG0000643	0.05
3912753	OG0000642	0.175
3911004	OG0002684	0.175
3909918	OG0002683	0.05
3908993	OG0002682	0.05
3907979	OG0002681	0.025
3907215	OG0002680	0.125
3906148	OG0003765	0.15
3904658	OG0003807	0.15
3902994	OG0003885	0.19999999999999998
3901411	OG0000121	0.175
3899992	OG0003906	0.15
3899031	OG0003884	0.1
3898315	OG0004026	0.125
3897739	OG0003869	0.125
3897106	OG0002679	0.07500000000000001
3895940	OG0002678	0
3894934	OG0002677	0
3894255	OG0002676	0
3893244	OG0000641	0.025
3892202	OG0000640	0.025
3890859	OG0000376	0
3889437	OG0000375	0.05
3887509	OG0002675	0.05
3885898	OG0002674	0
3884688	OG0002673	0
3884405	OG0002672	0.025
3883027	OG0000639	0.025
3881770	OG0002671	0.025
3880684	OG0002670	0
3878911	OG0002669	0
3877265	OG0002668	0
3876545	OG0002667	0.025
3875765	OG0000638	0.05
3874815	OG0003535	0.05
3874034	OG0003534	0.025
3873303	OG0003533	0.025
3872423	OG0003385	0.05
3871083	OG0003555	0.05
3869908	OG0002666	0.025
3868668	OG0002665	0
3867929	OG0002664	0
3867215	OG0002663	0
3866682	OG0000637	0
3865442	OG0002662	0.05
3863049	OG0003690	0.1
3862229	OG0005918	0.07500000000000001
3861667	OG0003764	0.15
3861260	OG0004414	0.125
3860729	OG0003532	0.125
3859258	OG0003554	0.125
3857657	OG0003531	0.1
3856639	OG0003965	0.07500000000000001
3856133	OG0002661	0.07500000000000001
3855788	OG0002660	0
3855362	OG0002659	0.025
3854513	OG0002658	0.07500000000000001
3853597	OG0003730	0.1
3851939	OG0000636	0.1
3850946	OG0002657	0.07500000000000001
3850430	OG0002656	0.07500000000000001
3849384	OG0002655	0
3847964	OG0002654	0
3846471	OG0002653	0
3844846	OG0002652	0.025
3843121	OG0003293	0.05
3842175	OG0003292	0.05
3841167	OG0003291	0.07500000000000001
3840361	OG0003384	0.05
3839583	OG0003383	0
3838709	OG0003290	0.15
3837544	OG0003927	0.4000000000000001
3835237	OG0002651	0.4500000000000001
3833377	OG0000374	0.1
3831311	OG0002650	0.05
3829640	OG0002649	0
3828062	OG0002648	0.05
3826250	OG0000231	0.05
3824859	OG0002647	0
3823453	OG0000635	0
3822243	OG0002646	0
3821739	OG0002645	0.07500000000000001
3820328	OG0000373	0.07500000000000001
3819182	OG0002644	0.1
3818171	OG0000634	0.19999999999999998
3817107	OG0002643	0.19999999999999998
3816205	OG0002642	0.025
3815447	OG0002641	0.05
3814791	OG0002640	0.05
3814157	OG0000633	0.025
3813340	OG0002639	0.025
3812224	OG0002638	0.025
3811555	OG0002637	0.025
3811333	OG0002636	0.025
3810747	OG0002635	0.025
3810064	OG0002634	0.025
3809178	OG0002633	0.025
3807598	OG0002632	0.025
3806504	OG0000372	0.025
3805551	OG0000632	0.07500000000000001
3804648	OG0004901	0.07500000000000001
3803597	OG0004400	0.125
3802548	OG0000247	0.15
3801490	OG0000218	0.15
3800615	OG0000631	0.24999999999999997
3799770	OG0004804	0.22499999999999998
3798775	OG0005088	0.22499999999999998
3797577	OG0004127	0.19999999999999998
3796458	OG0002631	0.1
3795451	OG0002630	0.05
3794452	OG0002629	0.1
3793261	OG0004331	0.1
3791952	OG0002628	0.1
3790832	OG0002627	0.07500000000000001
3789563	OG0000371	0.07500000000000001
3788580	OG0002626	0.07500000000000001
3787467	OG0002625	0.05
3786031	OG0002624	0.05
3784799	OG0002623	0.05
3784316	OG0002622	0.05
3783894	OG0002621	0.05
3783151	OG0002620	0.05
3782151	OG0002619	0.025
3781451	OG0002618	0.025
3780421	OG0000370	0.025
3779441	OG0002617	0.025
3778226	OG0000630	0.1
3776845	OG0002616	0.1
3776275	OG0002615	0
3775865	OG0000629	0
3774997	OG0002614	0
3773237	OG0002613	0.025
3771562	OG0002612	0.025
3770810	OG0002611	0.125
3768407	OG0003996	0.175
3766757	OG0004137	0.19999999999999998
3761650	OG0002610	0.15
3760553	OG0000628	0
3758938	OG0002609	0.025
3757251	OG0000369	0.07500000000000001
3755741	OG0000300	0.22499999999999998
3754647	OG0004344	0.175
3754266	OG0003868	0.175
3753530	OG0003867	0.125
3752478	OG0003866	0.125
3751497	OG0003865	0.19999999999999998
3750433	OG0003598	0.19999999999999998
3749661	OG0003597	0.1
3748907	OG0003663	0.125
3747831	OG0003553	0.15
3746586	OG0000081	0.175
3745442	OG0000068	0.175
3744564	OG0003640	0.15
3743976	OG0003639	0.07500000000000001
3743231	OG0003596	0.05
3742107	OG0003638	0.05
3741345	OG0002608	0.025
3740331	OG0002607	0
3738511	OG0002606	0
3736764	OG0002605	0
3735567	OG0002604	0.025
3734310	OG0002603	0.05
3732971	OG0002602	0.025
3731626	OG0002601	0.025
3730103	OG0002600	0.025
3728643	OG0002599	0
3727577	OG0002598	0
3727142	OG0002597	0
3726384	OG0002596	0
3725562	OG0002595	0
3724862	OG0002594	0
3723362	OG0002593	0.1
3721866	OG0000035	0.1
3720940	OG0000196	0.1
3720523	OG0000299	0.07500000000000001
3719622	OG0002592	0.025
3718688	OG0002591	0.025
3717796	OG0000368	0.05
3716876	OG0002590	0.07500000000000001
3715227	OG0002589	0.025
3713871	OG0002588	0
3713373	OG0002587	0
3712584	OG0002586	0
3711402	OG0002585	0.1
3709629	OG0002584	0.15
3706901	OG0002583	0.07500000000000001
3705280	OG0002582	0.025
3704309	OG0002581	0
3703356	OG0002580	0
3702365	OG0002579	0.025
3701198	OG0002578	0.07500000000000001
3700033	OG0000048	0.05
3699053	OG0002577	0.07500000000000001
3698121	OG0003289	0.05
3697249	OG0003288	0.07500000000000001
3696090	OG0003530	0.1
3695596	OG0000169	0.07500000000000001
3693926	OG0000627	0.05
3691419	OG0003287	0.025
3689707	OG0003286	0.05
3687436	OG0000298	0.05
3684604	OG0002576	0.025
3682803	OG0002575	0
3681191	OG0002574	0
3679883	OG0002573	0
3678803	OG0002572	0
3677319	OG0002571	0
3675446	OG0002570	0
3673868	OG0002569	0
3672827	OG0002568	0
3671592	OG0002567	0
3670416	OG0002566	0.025
3668489	OG0002565	0.05
3665397	OG0000626	0.025
3664253	OG0002564	0.05
3661970	OG0002563	0.05
3659810	OG0002562	0
3659032	OG0003459	0
3658629	OG0002561	0
3657280	OG0003285	0
3656573	OG0003284	0
3656134	OG0002560	0
3655542	OG0002559	0.05
3654947	OG0002558	0.05
3654243	OG0002557	0.07500000000000001
3651681	OG0000207	0.3
3650449	OG0000625	0.37500000000000006
3649579	OG0003729	0.24999999999999997
3648704	OG0003763	0.24999999999999997
3647902	OG0003382	0.24999999999999997
3646974	OG0003283	0.22499999999999998
3645805	OG0002556	0.19999999999999998
3644160	OG0002555	0.19999999999999998
3642755	OG0002554	0.19999999999999998
3641596	OG0002553	0.19999999999999998
3640327	OG0002552	0.19999999999999998
3639552	OG0002551	0.19999999999999998
3638391	OG0002550	0.19999999999999998
3636808	OG0002549	0.24999999999999997
3635366	OG0003282	0.3
3631778	OG0003689	0.24999999999999997
3630068	OG0002548	0.22499999999999998
3628170	OG0002547	0.19999999999999998
3626240	OG0002546	0.4250000000000001
3624009	OG0004484	0.4500000000000001
3623590	OG0004136	0.47500000000000014
3618788	OG0000624	0.24999999999999997
3618178	OG0000623	0.025
3617396	OG0000622	0.025
3616598	OG0000621	0.025
3615712	OG0000620	0.025
3614453	OG0002545	0.025
3613262	OG0002544	0.1
3612389	OG0000619	0.1
3611140	OG0000618	0.05
3610233	OG0002543	0.05
3609549	OG0002542	0
3608873	OG0002541	0
3607549	OG0002540	0
3606063	OG0002539	0
3605430	OG0002538	0
3605113	OG0002537	0
3604690	OG0002536	0
3603496	OG0002535	0
3602412	OG0002534	0.05
3601556	OG0002533	0.05
3600355	OG0000617	0.07500000000000001
3599106	OG0002532	0.175
3598175	OG0002531	0.15
3597005	OG0002530	0.05
3595939	OG0002529	0.05
3594841	OG0002528	0.05
3593822	OG0002527	0.05
3593080	OG0002526	0.1
3591666	OG0000616	0.1
3590467	OG0000615	0.07500000000000001
3589604	OG0002525	0.05
3588644	OG0002524	0.05
3587741	OG0002523	0.05
3587162	OG0000297	0.05
3585951	OG0002522	0.15
3584900	OG0003954	0.19999999999999998
3584481	OG0004223	0.175
3583245	OG0003905	0.19999999999999998
3582451	OG0000187	0.175
3581381	OG0002521	0.125
3580286	OG0002520	0
3579297	OG0002519	0
3578228	OG0002518	0
3577328	OG0002517	0
3576390	OG0002516	0.05
3575367	OG0002515	0.05
3574326	OG0003281	0
3572408	OG0000614	0.025
3570332	OG0002514	0.025
3568680	OG0000613	0
3567316	OG0000612	0
3565357	OG0000611	0.125
3563864	OG0000155	0.19999999999999998
3562765	OG0002513	0.22499999999999998
3561659	OG0000610	0.025
3561036	OG0000609	0.025
3560100	OG0000367	0.025
3559066	OG0000608	0.05
3557465	OG0003595	0.1
3556340	OG0000217	0.1
3554437	OG0000607	0.05
3551276	OG0002512	0
3549027	OG0002511	0
3547216	OG0002510	0
3545911	OG0002509	0
3545223	OG0003381	0
3544458	OG0002508	0.025
3542845	OG0002507	0.025
3541567	OG0002506	0
3540276	OG0002505	0
3538545	OG0002504	0
3537049	OG0002503	0
3536224	OG0002502	0
3535191	OG0002501	0.05
3533628	OG0002500	0.07500000000000001
3531576	OG0002499	0.025
3530212	OG0002498	0
3529548	OG0002497	0
3529002	OG0002496	0
3527536	OG0002495	0
3525868	OG0002494	0
3524146	OG0002493	0
3522361	OG0002492	0.025
3521702	OG0002491	0.025
3521228	OG0003280	0
3520816	OG0002490	0
3520068	OG0002489	0
3518803	OG0002488	0.025
3517941	OG0000606	0.025
3516662	OG0002487	0.05
3515494	OG0000366	0.025
3514720	OG0002486	0.025
3514009	OG0002485	0
3513135	OG0002484	0.025
3511891	OG0003529	0.025
3511240	OG0003528	0.025
3510394	OG0003527	0.05
3509199	OG0003526	0.05
3508150	OG0003525	0.05
3507524	OG0003524	0.05
3506683	OG0003552	0.05
3505477	OG0003497	0.07500000000000001
3504417	OG0004025	0.1
3503559	OG0003926	0.05
3502754	OG0004024	0.05
3501778	OG0004023	0.025
3500578	OG0003995	0.025
